"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/29/2014","AQS","290950034","1","28.9","ppb","26","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"01/30/2014","AQS","290950034","1","22.7","ppb","21","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"01/31/2014","AQS","290950034","1","16","ppb","15","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/01/2014","AQS","290950034","1","26.2","ppb","25","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/02/2014","AQS","290950034","1","35.2","ppb","33","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/03/2014","AQS","290950034","1","49.1","ppb","46","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/04/2014","AQS","290950034","1","19.2","ppb","18","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/05/2014","AQS","290950034","1","38.9","ppb","36","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/06/2014","AQS","290950034","1","39.3","ppb","37","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/07/2014","AQS","290950034","1","44.8","ppb","42","Troost","22","92.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/08/2014","AQS","290950034","1","35.7","ppb","33","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/09/2014","AQS","290950034","1","20.3","ppb","19","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/10/2014","AQS","290950034","1","36.7","ppb","34","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/11/2014","AQS","290950034","1","49","ppb","46","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/12/2014","AQS","290950034","1","49.1","ppb","46","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/13/2014","AQS","290950034","1","35.6","ppb","33","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/14/2014","AQS","290950034","1","62.6","ppb","60","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/15/2014","AQS","290950034","1","49.2","ppb","46","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/16/2014","AQS","290950034","1","37.1","ppb","35","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/17/2014","AQS","290950034","1","42.2","ppb","40","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/18/2014","AQS","290950034","1","29.2","ppb","27","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/19/2014","AQS","290950034","1","46.2","ppb","43","Troost","22","92.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/20/2014","AQS","290950034","1","27.2","ppb","25","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/21/2014","AQS","290950034","1","40.3","ppb","38","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/22/2014","AQS","290950034","1","57.8","ppb","54","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/23/2014","AQS","290950034","1","12.4","ppb","11","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/24/2014","AQS","290950034","1","28.2","ppb","26","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/25/2014","AQS","290950034","1","20.7","ppb","19","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/26/2014","AQS","290950034","1","21.6","ppb","20","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/27/2014","AQS","290950034","1","26","ppb","25","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"02/28/2014","AQS","290950034","1","38.5","ppb","36","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/01/2014","AQS","290950034","1","11.1","ppb","10","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/02/2014","AQS","290950034","1","8.4","ppb","8","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/03/2014","AQS","290950034","1","43.2","ppb","41","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/04/2014","AQS","290950034","1","38.4","ppb","36","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/05/2014","AQS","290950034","1","55.5","ppb","52","Troost","23","96.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/06/2014","AQS","290950034","1","36.6","ppb","34","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/07/2014","AQS","290950034","1","28.8","ppb","26","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/08/2014","AQS","290950034","1","50.5","ppb","47","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/09/2014","AQS","290950034","1","46.9","ppb","43","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/10/2014","AQS","290950034","1","52.9","ppb","49","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/11/2014","AQS","290950034","1","25.4","ppb","24","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/12/2014","AQS","290950034","1","49.8","ppb","46","Troost","23","96.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/13/2014","AQS","290950034","1","44.9","ppb","42","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/14/2014","AQS","290950034","1","52.7","ppb","49","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/15/2014","AQS","290950034","1","46.6","ppb","43","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/16/2014","AQS","290950034","1","15.9","ppb","14","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/17/2014","AQS","290950034","1","31.5","ppb","29","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/18/2014","AQS","290950034","1","25.9","ppb","24","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/19/2014","AQS","290950034","1","42.8","ppb","40","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/20/2014","AQS","290950034","1","35.1","ppb","33","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/21/2014","AQS","290950034","1","30.4","ppb","28","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/22/2014","AQS","290950034","1","7","ppb","7","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/23/2014","AQS","290950034","1","25.1","ppb","24","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/24/2014","AQS","290950034","1","37","ppb","35","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/25/2014","AQS","290950034","1","48.1","ppb","45","Troost","23","96.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/26/2014","AQS","290950034","1","36.8","ppb","34","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/27/2014","AQS","290950034","1","14.6","ppb","13","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/28/2014","AQS","290950034","1","24.8","ppb","23","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/29/2014","AQS","290950034","1","28.6","ppb","26","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/30/2014","AQS","290950034","1","18.1","ppb","17","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"03/31/2014","AQS","290950034","1","14.6","ppb","13","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/01/2014","AQS","290950034","1","27.4","ppb","25","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/02/2014","AQS","290950034","1","20.8","ppb","19","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/03/2014","AQS","290950034","1","19.9","ppb","18","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/04/2014","AQS","290950034","1","41.1","ppb","39","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/05/2014","AQS","290950034","1","50","ppb","47","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/06/2014","AQS","290950034","1","35.6","ppb","33","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/07/2014","AQS","290950034","1","45.9","ppb","42","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/08/2014","AQS","290950034","1","31","ppb","29","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/09/2014","AQS","290950034","1","48.8","ppb","45","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/10/2014","AQS","290950034","1","52.2","ppb","49","Troost","21","88.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/11/2014","AQS","290950034","1","51.1","ppb","48","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/12/2014","AQS","290950034","1","16.9","ppb","15","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/13/2014","AQS","290950034","1","18.3","ppb","17","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/14/2014","AQS","290950034","1","21.7","ppb","20","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/15/2014","AQS","290950034","1","44.5","ppb","42","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/16/2014","AQS","290950034","1","17.2","ppb","16","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/17/2014","AQS","290950034","1","37.3","ppb","35","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/18/2014","AQS","290950034","1","50.6","ppb","47","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/19/2014","AQS","290950034","1","20.8","ppb","19","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/20/2014","AQS","290950034","1","18.8","ppb","17","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/21/2014","AQS","290950034","1","33.9","ppb","31","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/22/2014","AQS","290950034","1","21.1","ppb","20","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/24/2014","AQS","290950034","1","29.7","ppb","27","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/25/2014","AQS","290950034","1","26.7","ppb","25","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/26/2014","AQS","290950034","1","18.4","ppb","17","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/27/2014","AQS","290950034","1","13.4","ppb","12","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/28/2014","AQS","290950034","1","14.8","ppb","13","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/29/2014","AQS","290950034","1","21.5","ppb","20","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"04/30/2014","AQS","290950034","1","18.2","ppb","17","Troost","20","83.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/01/2014","AQS","290950034","1","22.4","ppb","21","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/02/2014","AQS","290950034","1","23.3","ppb","22","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/03/2014","AQS","290950034","1","43.1","ppb","41","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/04/2014","AQS","290950034","1","18.3","ppb","17","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/05/2014","AQS","290950034","1","42.9","ppb","40","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/06/2014","AQS","290950034","1","13.4","ppb","12","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/07/2014","AQS","290950034","1","10.6","ppb","9","Troost","23","96.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/08/2014","AQS","290950034","1","15.7","ppb","14","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
"05/09/2014","AQS","290950034","1","45.7","ppb","42","Troost","24","100.0000","42602","Nitrogen dioxide (NO2)","28140","Kansas City, MO-KS","29","Missouri","095","Jackson","39.1046863699472","-94.5707895938208"
