"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/10/2012","AQS","290870008","1","0.01","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/16/2012","AQS","290870008","1","0.002","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/22/2012","AQS","290870008","1","0.114","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/28/2012","AQS","290870008","1","0.855","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/03/2012","AQS","290870008","1","0.481","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/09/2012","AQS","290870008","1","0.699","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/15/2012","AQS","290870008","1","0.015","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/21/2012","AQS","290870008","1","0.454","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/27/2012","AQS","290870008","1","0.057","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/03/2012","AQS","290870008","1","0.061","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/09/2012","AQS","290870008","1","0.565","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/15/2012","AQS","290870008","1","0.032","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/21/2012","AQS","290870008","1","0.566","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/27/2012","AQS","290870008","1","0.029","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"06/02/2012","AQS","290870008","1","0.581","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"06/08/2012","AQS","290870008","1","0.136","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"06/14/2012","AQS","290870008","1","0.074","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"06/20/2012","AQS","290870008","1","0.019","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"06/26/2012","AQS","290870008","1","0.006","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"07/02/2012","AQS","290870008","1","0.004","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"07/08/2012","AQS","290870008","1","0.542","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"07/14/2012","AQS","290870008","1","0.935","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"07/20/2012","AQS","290870008","1","0.407","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"07/26/2012","AQS","290870008","1","1.155","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/01/2012","AQS","290870008","1","0.229","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/07/2012","AQS","290870008","1","1","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/13/2012","AQS","290870008","1","0.516","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/19/2012","AQS","290870008","1","0.835","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/25/2012","AQS","290870008","1","0.087","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"08/31/2012","AQS","290870008","1","2.853","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"09/06/2012","AQS","290870008","1","0.335","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"09/12/2012","AQS","290870008","1","0.383","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"09/18/2012","AQS","290870008","1","1.011","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"09/24/2012","AQS","290870008","1","0.79","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"09/30/2012","AQS","290870008","1","4.115","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"10/06/2012","AQS","290870008","1","0.674","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"10/12/2012","AQS","290870008","1","0.291","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"10/18/2012","AQS","290870008","1","0.041","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"10/24/2012","AQS","290870008","1","0.006","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"10/30/2012","AQS","290870008","1","0.378","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"11/05/2012","AQS","290870008","1","0.176","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"11/11/2012","AQS","290870008","1","0.006","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"11/17/2012","AQS","290870008","1","0.005","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"11/23/2012","AQS","290870008","1","0.033","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"11/29/2012","AQS","290870008","1","0.517","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"12/05/2012","AQS","290870008","1","0.71","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"12/11/2012","AQS","290870008","1","0.232","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"12/17/2012","AQS","290870008","1","0.575","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
