"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/05/2014","AQS","290870008","1","0.009","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"01/11/2014","AQS","290870008","1","0.006","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"01/17/2014","AQS","290870008","1","0.047","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"01/23/2014","AQS","290870008","1","0.03","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"01/29/2014","AQS","290870008","1","0.019","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"02/04/2014","AQS","290870008","1","0.065","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"02/10/2014","AQS","290870008","1","0.054","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"02/16/2014","AQS","290870008","1","0.003","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"02/22/2014","AQS","290870008","1","0.075","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"02/28/2014","AQS","290870008","1","0.049","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/06/2014","AQS","290870008","1","0.02","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/07/2014","AQS","290870008","1","0.032","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/12/2014","AQS","290870008","1","0.007","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/18/2014","AQS","290870008","1","0.028","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/24/2014","AQS","290870008","1","0.008","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"03/30/2014","AQS","290870008","1","0.004","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","85129","Lead PM10 LC FRM/FEM","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/05/2014","AQS","290870008","1","0.012","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/11/2014","AQS","290870008","1","0.127","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/17/2014","AQS","290870008","1","0.036","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/23/2014","AQS","290870008","1","0.005","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"04/29/2014","AQS","290870008","1","0.003","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
"05/05/2014","AQS","290870008","1","0.067","ug/m3 LC",".","Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)","1","100.0000","14129","Lead (TSP) LC","","","29","Missouri","087","Holt","40.027222","-95.235833"
