"Lat","Lon","census_code","LocationName"
38.6541588333333,-90.2357771666667,295101277002006,29510127700
38.6541685,-90.2830308768769,295101053001005,29510105300
38.6546340370997,-90.3247167525372,291892162011009,29189216201
38.654998,-90.236849,295101113002022,29510111300
38.65729225,-90.2830335,295101053001001,29510105300
38.6581509410247,-90.265552010609,295101122001003,29510112200
38.6583515667816,-90.1991342051915,295101267001093,29510126700
38.6604770098838,-90.2029172799707,295101267001066,29510126700
38.6606619484394,-90.3426110996067,291892158013006,29189215801
38.6607496155802,-90.3016124526446,291892161021001,29189216102
38.66106375,-90.2466204655109,295101112001020,29510111200
38.6625840152734,-90.2916484911583,295101054002019,29510105400
38.6634664730793,-90.2244439688188,295101104003002,29510110400
38.6640186363636,-90.2078414545455,295101202001002,29510120200
38.666453,-90.265383,295101065002009,29510106500
38.668737,-90.232464,295101103001011,29510110300
38.67108,-90.21963,295101105001013,29510110500
38.67184,-90.22974,295101102003009,29510110200
38.672212,-90.284741,295101061003010,29510106100
38.672549,-90.231567,295101102003004,29510110200
38.6740611,-90.2254554,295101102002001,29510110200
38.6751593352688,-90.3459093728899,291892157004026,29189215700
38.6753606030889,-90.4154273030824,291892150051010,29189215005
38.6778972165438,-90.218689177952,295101096001028,29510109600
38.6791135306122,-90.3368933673469,291892157002010,29189215700
38.6811754633254,-90.3389731050412,291892157002000,29189215700
38.6817364267757,-90.272245751737,295101063001001,29510106300
38.6866336609743,-90.4667489525616,291892151031008,29189215103
38.687778494582,-90.2449195076659,295101075003009,29510107500
38.687778494582,-90.2449195076659,295101075003009,29510107500
38.6888242,-90.3589370133605,291892145002007,29189214500
38.690193,-90.337424,291892143001027,29189214300
38.6916973512115,-89.9561668526111,171194035023029,17119403502
38.6966545350884,-90.2500339319497,295101074003020,29510107400
38.6966545350884,-90.2500339319497,295101074003020,29510107400
38.6986464307355,-90.3310789700253,291892143003018,29189214300
38.6992018917682,-90.2853311164732,291892122012000,29189212201
38.6993217835365,-90.2852492329464,291892122012000,29189212201
38.6994957,-90.3498737,291892144005003,29189214400
38.7043831961055,-90.2500319890962,295101072001003,29510107200
38.7043831961055,-90.2500319890962,295101072001003,29510107200
38.7049083043478,-90.124327173913,171194001023010,17119400102
38.7065539249454,-90.3630774776532,291892144002017,29189214400
38.7080263263398,-90.2855772711356,291892122011010,29189212201
38.7101956400496,-90.254828018296,295101073006013,29510107300
38.71171,-90.273122,291892121021007,29189212102
38.7119074142309,-90.3013529242522,291892123004006,29189212300
38.7143701243709,-90.2421744069925,295101081001019,29510108100
38.7157650685724,-90.243923377232,295101081001000,29510108100
38.7167178906661,-90.23884363243,295101082001009,29510108200
38.71786,-89.972294,171194035334015,17119403533
38.7290192133442,-90.386933564997,291892148002004,29189214800
38.7297588,-90.2370213,291892104002001,29189210400
38.7298097088727,-90.358306143444,291892134021006,29189213402
38.7299038,-90.2380452,291892104004011,29189210400
38.730957,-90.244113,291892104003007,29189210400
38.7313431,-90.2515615,291892120042005,29189212004
38.7321672,-90.2456146,291892104003007,29189210400
38.733224333817,-90.3723166979993,291892133021005,29189213302
38.735719221289,-90.3129282662028,291892127021009,29189212702
38.7359941,-90.4406977,291892132023003,29189213202
38.738852,-90.562318,291833111471006,29183311147
38.7397434,-90.256156,291892120021002,29189212002
38.7405765,-90.2749541,291892119005008,29189211900
38.7424261357993,-89.9166463004061,171194035331005,17119403533
38.7433875,-90.2545029,291892119003009,29189211900
