"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/06/2021","AirNow","290030001","1","0.046","ppm","43","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/07/2021","AirNow","290030001","1","0.043","ppm","40","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/08/2021","AirNow","290030001","1","0.039","ppm","36","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/09/2021","AirNow","290030001","1","0.038","ppm","35","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/10/2021","AirNow","290030001","1","0.045","ppm","42","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/11/2021","AirNow","290030001","1","0.042","ppm","39","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/12/2021","AirNow","290030001","1","0.041","ppm","38","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/13/2021","AirNow","290030001","1","0.047","ppm","44","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/14/2021","AirNow","290030001","1","0.047","ppm","44","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/15/2021","AirNow","290030001","1","0.04","ppm","37","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/16/2021","AirNow","290030001","1","0.031","ppm","29","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/17/2021","AirNow","290030001","1","0.036","ppm","33","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/18/2021","AirNow","290030001","1","0.037","ppm","34","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/19/2021","AirNow","290030001","1","0.038","ppm","35","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/20/2021","AirNow","290030001","1","0.031","ppm","29","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/21/2021","AirNow","290030001","1","0.031","ppm","29","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/22/2021","AirNow","290030001","1","0.032","ppm","30","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/23/2021","AirNow","290030001","1","0.035","ppm","32","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/24/2021","AirNow","290030001","1","0.041","ppm","38","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/25/2021","AirNow","290030001","1","0.033","ppm","31","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/26/2021","AirNow","290030001","1","0.046","ppm","43","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/27/2021","AirNow","290030001","1","0.042","ppm","39","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/28/2021","AirNow","290030001","1","0.031","ppm","29","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/29/2021","AirNow","290030001","1","0.039","ppm","36","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/30/2021","AirNow","290030001","1","0.039","ppm","36","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"05/31/2021","AirNow","290030001","1","0.033","ppm","31","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/01/2021","AirNow","290030001","1","0.041","ppm","38","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/02/2021","AirNow","290030001","1","0.05","ppm","46","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/03/2021","AirNow","290030001","1","0.059","ppm","64","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/04/2021","AirNow","290030001","1","0.056","ppm","54","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/05/2021","AirNow","290030001","1","0.051","ppm","47","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/06/2021","AirNow","290030001","1","0.039","ppm","36","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/07/2021","AirNow","290030001","1","0.051","ppm","47","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/08/2021","AirNow","290030001","1","0.038","ppm","35","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/09/2021","AirNow","290030001","1","0.048","ppm","44","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/10/2021","AirNow","290030001","1","0.055","ppm","51","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/11/2021","AirNow","290030001","1","0.043","ppm","40","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/12/2021","AirNow","290030001","1","0.056","ppm","54","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/13/2021","AirNow","290030001","1","0.06","ppm","67","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/14/2021","AirNow","290030001","1","0.061","ppm","71","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/15/2021","AirNow","290030001","1","0.06","ppm","67","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/16/2021","AirNow","290030001","1","0.067","ppm","90","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/17/2021","AirNow","290030001","1","0.052","ppm","48","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/18/2021","AirNow","290030001","1","0.055","ppm","51","Savannah","18","75.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/19/2021","AirNow","290030001","1","0.058","ppm","61","Savannah","21","88.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/20/2021","AirNow","290030001","1","0.055","ppm","51","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/21/2021","AirNow","290030001","1","0.043","ppm","40","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/22/2021","AirNow","290030001","1","0.053","ppm","49","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/23/2021","AirNow","290030001","1","0.049","ppm","45","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/24/2021","AirNow","290030001","1","0.047","ppm","44","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/25/2021","AirNow","290030001","1","0.044","ppm","41","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/26/2021","AirNow","290030001","1","0.04","ppm","37","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/27/2021","AirNow","290030001","1","0.044","ppm","41","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/28/2021","AirNow","290030001","1","0.036","ppm","33","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/29/2021","AirNow","290030001","1","0.026","ppm","24","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"06/30/2021","AirNow","290030001","1","0.028","ppm","26","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"07/01/2021","AirNow","290030001","1","0.047","ppm","44","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"07/02/2021","AirNow","290030001","1","0.044","ppm","41","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"07/03/2021","AirNow","290030001","1","0.051","ppm","47","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"07/04/2021","AirNow","290030001","1","0.045","ppm","42","Savannah","23","96.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"02/28/2021","AirNow","290030001","2","0.031","ppm","29","Savannah","24","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/01/2021","AQS","290030001","2","0.035","ppm","32","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/02/2021","AQS","290030001","2","0.043","ppm","40","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/03/2021","AQS","290030001","2","0.047","ppm","44","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/04/2021","AQS","290030001","2","0.054","ppm","50","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/05/2021","AQS","290030001","2","0.04","ppm","37","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/06/2021","AQS","290030001","2","0.05","ppm","46","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/07/2021","AQS","290030001","2","0.046","ppm","43","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/08/2021","AQS","290030001","2","0.051","ppm","47","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/09/2021","AQS","290030001","2","0.053","ppm","49","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/10/2021","AQS","290030001","2","0.039","ppm","36","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/11/2021","AQS","290030001","2","0.039","ppm","36","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/12/2021","AQS","290030001","2","0.034","ppm","31","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/13/2021","AQS","290030001","2","0.031","ppm","29","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/14/2021","AQS","290030001","2","0.038","ppm","35","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/15/2021","AQS","290030001","2","0.028","ppm","26","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/16/2021","AQS","290030001","2","0.028","ppm","26","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/17/2021","AQS","290030001","2","0.034","ppm","31","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/18/2021","AQS","290030001","2","0.04","ppm","37","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
"03/19/2021","AQS","290030001","2","0.045","ppm","42","Savannah","17","100.0000","44201","Ozone","41140","St. Joseph, MO-KS","29","Missouri","003","Andrew","39.9544000009289","-94.849"
