"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2011","AQS","290770026","1","5.6","ppb","7","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/02/2011","AQS","290770026","1","2.5","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/03/2011","AQS","290770026","1","30.1","ppb","43","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/04/2011","AQS","290770026","1","1.5","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/05/2011","AQS","290770026","1","12.2","ppb","17","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/06/2011","AQS","290770026","1","3.5","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/07/2011","AQS","290770026","1","1.6","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/08/2011","AQS","290770026","1","1.9","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/09/2011","AQS","290770026","1","2.2","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/10/2011","AQS","290770026","1","3.1","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/11/2011","AQS","290770026","1","8.8","ppb","11","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/12/2011","AQS","290770026","1","14.1","ppb","20","","22","92.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/13/2011","AQS","290770026","1","36.8","ppb","51","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/14/2011","AQS","290770026","1","5.9","ppb","7","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/15/2011","AQS","290770026","1","8.7","ppb","11","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/16/2011","AQS","290770026","1","1.8","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/17/2011","AQS","290770026","1","20.8","ppb","29","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/18/2011","AQS","290770026","1","1.6","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/19/2011","AQS","290770026","1","3.1","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/20/2011","AQS","290770026","1","1.8","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/21/2011","AQS","290770026","1","19.3","ppb","27","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/22/2011","AQS","290770026","1","25.2","ppb","36","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/23/2011","AQS","290770026","1","12.3","ppb","17","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/24/2011","AQS","290770026","1","3.3","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/25/2011","AQS","290770026","1","2.7","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/26/2011","AQS","290770026","1","8.1","ppb","11","","21","88.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/27/2011","AQS","290770026","1","2.4","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/28/2011","AQS","290770026","1","2.1","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/29/2011","AQS","290770026","1","16.1","ppb","23","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/30/2011","AQS","290770026","1","3.6","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"01/31/2011","AQS","290770026","1","14.6","ppb","20","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/01/2011","AQS","290770026","1","2.8","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/02/2011","AQS","290770026","1","2.3","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/03/2011","AQS","290770026","1","13","ppb","19","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/04/2011","AQS","290770026","1","19.1","ppb","27","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/05/2011","AQS","290770026","1","20.5","ppb","29","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/06/2011","AQS","290770026","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/07/2011","AQS","290770026","1","1.5","ppb","1","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/08/2011","AQS","290770026","1","1.5","ppb","1","","23","96.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/09/2011","AQS","290770026","1","2.9","ppb","3","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/10/2011","AQS","290770026","1","4.1","ppb","6","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
"02/11/2011","AQS","290770026","1","3.5","ppb","4","","24","100.0000","42401","Sulfur dioxide","44180","Springfield, MO","29","Missouri","077","Greene","37.1226303791717","-93.2633533591085"
