Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2016,AQS,290950042,1,0.3,ppm,3,"Blue Ridge, I-70",19,79,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/2/2016,AQS,290950042,1,0.7,ppm,8,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/3/2016,AQS,290950042,1,0.7,ppm,8,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/4/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/5/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/6/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/7/2016,AQS,290950042,1,0.5,ppm,6,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/8/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/9/2016,AQS,290950042,1,0.2,ppm,2,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/10/2016,AQS,290950042,1,0.3,ppm,3,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/11/2016,AQS,290950042,1,0.3,ppm,3,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/12/2016,AQS,290950042,1,0.5,ppm,6,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/13/2016,AQS,290950042,1,0.5,ppm,6,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/14/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/15/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/16/2016,AQS,290950042,1,0.6,ppm,7,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/17/2016,AQS,290950042,1,0.6,ppm,7,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/18/2016,AQS,290950042,1,0.5,ppm,6,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/19/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/20/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/21/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/22/2016,AQS,290950042,1,0.2,ppm,2,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
1/23/2016,AQS,290950042,1,0.4,ppm,5,"Blue Ridge, I-70",24,100,42101,Carbon monoxide,28140,"Kansas City, MO-KS",29,Missouri,95,Jackson,39.047911,-94.450513
